infinitiv,present_ich,present_du,present_pronoun,past_tense_ich,past_participle,conjunctive_ich,imperativ_singular,imperativ_plural,helping_verb,infinitiv_zu
bosseln,bossle,bosselst,bosselt,bosselte,gebosselt,bosselte,bossle,bosselt,haben,zu bosseln
leiben,leibe,leibst,leibt,leibte,—,leibte,—,—,haben,zu leiben
einkleiden,kleide ein,kleidest ein,kleidet ein,kleidete ein,eingekleidet,kleidete ein,kleid ein,kleidet ein,haben,einzukleiden
beäugen,beäuge,beäugst,beäugt,beäugte,beäugt,beäugte,beäuge,beäugt,haben,zu beäugen
volltanken,tanke voll,tankst voll,tankt voll,tankte voll,vollgetankt,tankte voll,tank voll,tankt voll,haben,vollzutanken
brunchen,brunche,brunchst,bruncht,brunchte,gebruncht,brunchte,brunch,bruncht,haben,zu brunchen
kalkulieren,kalkuliere,kalkulierst,kalkuliert,kalkulierte,kalkuliert,kalkulierte,kalkulier,kalkuliert,haben,zu kalkulieren
liebbehalten,behalte lieb,behältst lieb,behält lieb,behielt lieb,liebbehalten,behielte lieb,behalte lieb,behaltet lieb,haben,liebzubehalten
lieb behalten,behalte lieb,behältst lieb,behält lieb,behielt lieb,lieb behalten,behielte lieb,behalte lieb,behaltet lieb,haben,zu lieb behalten
auftischen,tische auf,tischst auf,tischt auf,tischte auf,aufgetischt,tischte auf,tisch auf,tischt auf,haben,aufzutischen
antun,tue an,tust an,tut an,tat an,angetan,täte an,tu an,tut an,haben,anzutun
klassifizieren,klassifiziere,klassifizierst,klassifiziert,klassifizierte,klassifiziert,klassifizierte,klassifiziere,klassifiziert,haben,zu klassifizieren
eindosen,dose ein,dost ein,dost ein,doste ein,eingedost,doste ein,dos ein,dost ein,haben,einzudosen
aufschneiden,schneide auf,schneidest auf,schneidet auf,schnitt auf,aufgeschnitten,schnitte auf,schneide auf,schneidet auf,haben,aufzuschneiden
wankeln,wankele,wankelst,wankelt,wankelte,gewankelt,wankelte,wankele,wankelt,haben,zu wankeln
überziehen,ziehe über,ziehst über,zieht über,zog über,übergezogen,zöge über,zieh über,zieht über,haben,zu überziehen
heimleuchten,leuchte heim,leuchtest heim,leuchtet heim,leuchtete heim,heimgeleuchtet,leuchtete heim,leucht heim,leuchtet heim,haben,zu heimleuchten
filibustern,filibustere,filibusterst,filibustert,filibusterte,filibustert,filibusterte,filibustere,filibustert,haben,zu filibustern
anschalten,schalte an,schaltest an,schaltet an,schaltete an,angeschaltet,schaltete an,schalt an,schaltet an,haben,anzuschalten
überragen,überrage,überragst,überragt,überragte,überragt,überragte,überrag,überragt,haben,zu überragen
überbacken,überbacke,überbackst,überbackt,überbackte,überbacken,überbackte,überback,überbackt,haben,zu überbacken
schluchzen,schluchze,schluchzt,schluchzt,schluchzte,geschluchzt,schluchzte,schluchz,schluchzt,haben,zu schluchzen
begrenzen,begrenze,begrenzt,begrenzt,begrenzte,begrenzt,begrenzte,begrenze,begrenzt,haben,zu begrenzen
begleichen,begleiche,begleichst,begleicht,beglich,beglichen,begliche,begleiche,begleicht,haben,zu begleichen
belangen,belange,belangst,belangt,belangte,belangt,belangte,belange,belangt,haben,zu belangen
nachhaken,hake nach,hakst nach,hakt nach,hakte nach,nachgehakt,hakte nach,hak nach,hakt nach,haben,nachzuhaken
entrichten,entrichte,entrichtest,entrichtet,entrichtete,entrichtet,entrichtete,entricht,entrichtet,haben,zu entrichten
balgen,balge,balgst,balgt,balgte,gebalgt,balgte,balg,balgt,haben,zu balgen
umgarnen,umgarne,umgarnst,umgarnt,umgarnte,umgarnt,umgarnte,umgarn,umgarnt,haben,zu umgarnen
überrunden,überrunde,überrundest,überrundet,überrundete,überrundet,überrundete,überrunde,überrundet,haben,zu überrunden
vorturnen,turne vor,turnst vor,turnt vor,turnte vor,vorgeturnt,turnte vor,turn vor,turnt vor,haben,zu vorturnen
ratzen,ratze,ratzt,ratzt,ratzte,geratzt,ratzte,ratz,ratzt,haben,zu ratzen
verdreschen,verdresche,verdrischst,verdrischt,verdrosch,verdroschen,verdrösche,verdrisch,verdrescht,haben,zu verdreschen
wappnen,wappne,wappnest,wappnet,wappnete,gewappnet,wappnete,wappne,wappnet,haben,zu wappnen
bibliografieren,bibliografiere,bibliografierst,bibliografiert,bibliografierte,bibliografiert,bibliografierte,bibliografiere,bibliografiert,haben,zu bibliografieren
appropriieren,appropriiere,appropriierst,appropriiert,appropriierte,appropriiert,appropriierte,appropriier,appropriiert,haben,zu appropriieren
vorlassen,lasse vor,lässt vor,lässt vor,ließ vor,vorgelassen,ließe vor,lass vor,lasst vor,haben,zu vorlassen
erbauen,erbaue,erbaust,erbaut,erbaute,erbaut,erbaute,erbaue,erbaut,haben,zu erbauen
bewirten,bewirte,bewirtest,bewirtet,bewirtete,bewirtet,bewirtete,bewirte,bewirtet,haben,zu bewirten
ähnlichsehen,—,—,sieht ähnlich,sah ähnlich,ähnlichgesehen,sähe ähnlich,—,—,haben,ähnlichzusehen
degustieren,degustiere,degustierst,degustiert,degustierte,degustiert,degustierte,degustier,degustiert,haben,zu degustieren
gustieren,gustiere,gustierst,gustiert,gustierte,gustiert,gustierte,gustier,gustiert,haben,zu gustieren
abwürgen,würge ab,würgst ab,würgt ab,würgte ab,abgewürgt,würgte ab,würge ab,würgt ab,haben,abzuwürgen
chippen,chippe,chippst,chippt,chippte,gechippt,chippte,chippe,chippt,haben,zu chippen
preisgeben,gebe preis,gibst preis,gibt preis,gab preis,preisgegeben,gäbe preis,gib preis,gebt preis,haben,zu preisgeben
entzweibrechen,breche entzwei,brichst entzwei,bricht entzwei,brach entzwei,entzweigebrochen,bräche entzwei,brich entzwei,brecht entzwei,haben,zu entzweibrechen
verzupfen,verzupfe,verzupfst,verzupft,verzupfte,verzupft,verzupfte,verzupf,verzupft,haben,zu verzupfen
verlupfen,verlupfe,verlupfst,verlupft,verlupfte,verlupft,verlupfte,verlupf,verlupft,haben,zu verlupfen
verheben,verhebe,verhebst,verhebt,verhob,verhoben,verhöbe,verheb,verhebt,haben,zu verheben
verleiden,verleide,verleidest,verleidet,verleidete,verleidet,verleidete,verleide,verleidet,haben,zu verleiden
verduften,verdufte,verduftest,verduftet,verduftete,verduftet,verduftete,verduft,verduftet,haben,zu verduften
einigeln,igle ein,igelst ein,igelt ein,igelte ein,eingeigelt,igelte ein,igle ein,igelt ein,haben,einzuigeln
verblenden,verblende,verblendest,verblendet,verblendete,verblendet,verblendete,verblend,verblendet,haben,zu verblenden
verkorksen,verkorkse,verkorkst,verkorkst,verkorkste,verkorkst,verkorkste,verkorks,verkorkst,haben,zu verkorksen
verjüngen,verjünge,verjüngst,verjüngt,verjüngte,verjüngt,verjüngte,verjünge,verjüngt,haben,zu verjüngen
widersetzen,widersetze,widersetzt,widersetzt,widersetzte,widersetzt,widersetzte,widersetze,widersetzt,haben,zu widersetzen
ausantworten,antworte aus,antwortest aus,antwortet aus,antwortete aus,ausgeantwortet,antwortete aus,antworte aus,antwortet aus,haben,auszuantworten
beiwohnen,wohne bei,wohnst bei,wohnt bei,wohnte bei,beigewohnt,wohnte bei,wohn bei,wohnt bei,haben,zu beiwohnen
verkorken,verkorke,verkorkst,verkorkt,verkorkte,verkorkt,verkorkte,verkork,verkorkt,"haben
<!-- |Hilfsverb*=sein -->",zu verkorken
ausstopfen,stopfe aus,stopfst aus,stopft aus,stopfte aus,ausgestopft,stopfte aus,stopf aus,stopft aus,haben,auszustopfen
muffeln,muffle,muffelst,muffelt,muffelte,gemuffelt,muffelte,muffle,muffelt,haben,zu muffeln
verschimmeln,verschimmele,verschimmelst,verschimmelt,verschimmelte,verschimmelt,verschimmelte,verschimmele,verschimmelt,haben,zu verschimmeln
schimmeln,schimmele,schimmelst,schimmelt,schimmelte,geschimmelt,schimmelte,schimmele,schimmelt,haben,zu schimmeln
vergraben,vergrabe,vergräbst,vergräbt,vergrub,vergraben,vergrübe,vergrabe,vergrabt,haben,zu vergraben
abklatschen,klatsche ab,klatschst ab,klatscht ab,klatschte ab,abgeklatscht,klatschte ab,klatsch ab,klatscht ab,haben,abzuklatschen
konspektieren,konspektiere,konspektierst,konspektiert,konspektierte,konspektiert,konspektierte,konspektier,konspektiert,haben,zu konspektieren
ehebrechen,ehebreche,ehebrichst,ehebricht,—,ehegebrochen,—,—,—,haben,zu ehebrechen
hüllen,hülle,hüllst,hüllt,hüllte,gehüllt,hüllte,hülle,hüllt,haben,zu hüllen
aufschreiben,schreibe auf,schreibst auf,schreibt auf,schrieb auf,aufgeschrieben,schriebe auf,schreib auf,schreibt auf,haben,aufzuschreiben
pusseln,pussle,pusselst,pusselt,pusselte,gepusselt,pusselte,pussel,pusselt,haben,zu pusseln
tremolieren,tremoliere,tremolierst,tremoliert,tremolierte,tremoliert,tremolierte,tremoliere,tremoliert,haben,zu tremolieren
suggeln,suggel,suggelst,suggelt,suggelte,gesuggelt,suggelte,suggel,suggelt,haben,zu suggeln
voranbringen,bringe voran,bringst voran,bringt voran,brachte voran,vorangebracht,brächte voran,bring voran,bringt voran,haben,voranzubringen
verlottern,verlottere,verlotterst,verlottert,verlotterte,verlottert,verlotterte,verlotter,verlottert,sein,zu verlottern
darniederliegen,liege darnieder,liegst darnieder,liegt darnieder,lag darnieder,darniedergelegen,läge darnieder,lieg darnieder,liegt darnieder,haben,darniederzuliegen
grämen,gräme,grämst,grämt,grämte,gegrämt,grämte,gräme,grämt,haben,zu grämen
abprotzen,protze ab,protzt ab,protzt ab,protzte ab,abgeprotzt,protzte ab,protz ab,protzt ab,haben,abzuprotzen
stiefeln,stiefle,stiefelst,stiefelt,stiefelte,gestiefelt,stiefelte,stiefle,stiefelt,sein,zu stiefeln
flashen,flashe,flashst,flasht,flashte,geflasht,flashte,flash,flasht,haben,zu flashen
flehmen,flehme,flehmst,flehmt,flehmte,geflehmt,flehmte,flehm,flehmt,haben,zu flehmen
kalmieren,kalmiere,kalmierst,kalmiert,kalmierte,kalmiert,kalmierte,kalmiere,kalmiert,haben,zu kalmieren
verkopfen,verkopfe,verkopfst,verkopft,verkopfte,verkopft,verkopfte,verkopf,verkopft,haben,zu verkopfen
abtauchen,tauche ab,tauchst ab,taucht ab,tauchte ab,abgetaucht,tauchte  ab,tauch ab,taucht ab,sein,abzutauchen
bowlen,bowle,bowlst,bowlt,bowlte,gebowlt,bowlte,bowl,bowlt,haben,zu bowlen
daheimbleiben,bleibe daheim,bleibst daheim,bleibt daheim,blieb daheim,daheimgeblieben,bliebe daheim,bleib daheim,bleibt daheim,sein,daheimzubleiben
demonstrieren,demonstriere,demonstrierst,demonstriert,demonstrierte,demonstriert,demonstrierte,demonstrier,demonstriert,haben,zu demonstrieren
doppelklicken,doppelklicke,doppelklickst,doppelklickt,doppelklickte,doppelgeklickt,doppelklickte,doppelklicke,doppelklickt,haben,zu doppelklicken
durchregieren,regiere durch,regierst durch,regiert durch,regierte durch,durchregiert,regierte durch,regier durch,regiert durch,haben,zu durchregieren
verstümmeln,verstümmele,verstümmelst,verstümmelt,verstümmelte,verstümmelt,verstümmelte,verstümmele,verstümmelt,haben,zu verstümmeln
andicken,dicke an,dickst an,dickt an,dickte an,angedickt,dickte an,dicke an,dickt an,haben,anzudicken
habitualisieren,habitualisiere,habitualisierst,habitualisiert,habitualisierte,habitualisiert,habitualisierte,habitualisier,habitualisiert,haben,zu habitualisieren
substanziieren,substanziiere,substanziierst,substanziiert,substanziierte,substanziiert,substanziierte,substanziier,substanziiert,haben,zu substanziieren
parzellieren,parzelliere,parzellierst,parzelliert,parzellierte,parzelliert,parzellierte,parzelliere,parzelliert,haben,zu parzellieren
inhaftieren,inhaftiere,inhaftierst,inhaftiert,inhaftierte,inhaftiert,inhaftierte,inhaftiere,inhaftiert,haben,zu inhaftieren
aufarbeiten,arbeite auf,arbeitest auf,arbeitet auf,arbeitete auf,aufgearbeitet,arbeitete auf,arbeite auf,arbeitet auf,haben,aufzuarbeiten
ersaufen,ersaufe,ersäufst,ersäuft,ersoff,ersoffen,ersöffe,ersaufe,ersauft,sein,zu ersaufen
ellbögeln,ellbögle,ellbögelst,ellbögelt,ellbögelte,geellbögelt,ellbögelte,ellbögle,ellbögelt,haben,zu ellbögeln
muffen,muffe,muffst,mufft,muffte,gemufft,muffte,muff,mufft,haben,zu muffen
grünen,grüne,grünst,grünt,grünte,gegrünt,grünte,grüne,grünt,haben,zu grünen
totschweigen,schweige tot,schweigst tot,schweigt tot,schwieg tot,totgeschwiegen,schwiege tot,schweig tot,schweigt tot,haben,totzuschweigen
teleportieren,teleportiere,teleportierst,teleportiert,teleportierte,teleportiert,teleportierte,teleportiere,teleportiert,haben,zu teleportieren
netzwerken,netzwerke,netzwerkst,netzwerkt,netzwerkte,genetzwerkt,netzwerkte,netzwerke,netzwerkt,haben,zu netzwerken
mediatisieren,mediatisiere,mediatisierst,mediatisiert,mediatisierte,mediatisiert,mediatisierte,mediatisiere,mediatisiert,haben,zu mediatisieren
stillstehen,stehe still,stehst still,steht still,stand still,stillgestanden,stände still,steh still,steht still,haben,stillzustehen
uraufführen,uraufführe,uraufführst,uraufführt,uraufführte,uraufgeführt,uraufführte,uraufführ,uraufführt,haben,uraufzuführen
abknutschen,knutsche ab,knutschst ab,knutscht ab,knutschte ab,abgeknutscht,knutschte ab,knutsche ab,knutscht ab,haben,abzuknutschen
busseln,bussle,busselst,busselt,busselte,gebusselt,busselte,bussle,busselt,haben,zu busseln
abküssen,küsse ab,küsst ab,küsst ab,küsste ab,abgeküsst,küsste ab,küss ab,küsst ab,haben,abzuküssen
eincremen,creme ein,cremst ein,cremt ein,cremte ein,eingecremt,cremte ein,crem ein,cremt ein,haben,einzucremen
verlautern,verlautere,verlauterst,verlautert,verlauterte,verlautert,verlauterte,verlautere,verlautert,haben,zu verlautern
verleisern,verleisere,verleiserst,verleisert,verleiserte,verleisert,verleiserte,verleisere,verleisert,haben,zu verleisern
verfliegen,verfliege,verfliegst,verfliegt,verflog,verflogen,verflöge,verflieg,verfliegt,haben,zu verfliegen
treideln,treidele,treidelst,treidelt,treidelte,getreidelt,treidelte,treidle,treidelt,haben,zu treideln
einbrocken,brocke ein,brockst ein,brockt ein,brockte ein,eingebrockt,brockte ein,brock ein,brockt ein,haben,einzubrocken
durchmachen,mache durch,machst durch,macht durch,machte durch,durchgemacht,machte durch,mach durch,macht durch,haben,zu durchmachen
schocken,schocke,schockst,schockt,schockte,geschockt,schockte,schocke,schockt,haben,zu schocken
durchgehen,gehe durch,gehst durch,geht durch,ging durch,durchgegangen,ginge durch,geh durch,geht durch,sein,durchzugehen
intermittieren,intermittiere,intermittierst,intermittiert,intermittierte,intermittiert,intermittierte,intermittier,intermittiert,haben,zu intermittieren
staubsaugen,staubsauge,staubsaugst,staubsaugt,staubsaugte,gestaubsaugt,staubsaugte,staubsauge,staubsaugt,haben,zu staubsaugen
interponieren,interponiere,interponierst,interponiert,interponierte,interponiert,interponierte,interponier,interponiert,haben,interzuponieren
interpungieren,interpungiere,interpungierst,interpungiert,interpungierte,interpungiert,interpungierte,interpungier,interpungiert,haben,interpunzugieren
interpunktieren,interpunktiere,interpunktierst,interpunktiert,interpunktierte,interpunktiert,interpunktierte,interpunktier,interpunktiert,haben,interzupunktieren
einsparen,spare ein,sparst ein,spart ein,sparte ein,eingespart,sparte ein,spar ein,spart ein,haben,einzusparen
abführen,führe ab,führst ab,führt ab,führte ab,abgeführt,führte ab,führ ab,führt ab,haben,abzuführen
gutheißen,heiße gut,heißt gut,heißt gut,hieß gut,gutgeheißen,hieße gut,heiß gut,heißt gut,haben,gutzuheißen
anbrennen,brenne an,brennst an,brennt an,brannte an,angebrannt,brennte an,brenn an,brennt an,haben,anzubrennen
wichtigmachen,mache wichtig,machst wichtig,macht wichtig,machte wichtig,wichtiggemacht,machte wichtig,mach wichtig,macht wichtig,haben,wichtigzumachen
wiedereröffnen,eröffne wieder,eröffnest wieder,eröffnet wieder,eröffnete wieder,wiedereröffnet,eröffnete wieder,eröffne wieder,eröffnet wieder,haben,wiederzueröffnen
fluktuieren,fluktuiere,fluktuierst,fluktuiert,fluktuierte,fluktuiert,fluktuierte,fluktuiere,fluktuiert,haben,zu fluktuieren
klönen,klöne,klönst,klönt,klönte,geklönt,klönte,klöne,klönt,haben,zu klönen
zugrunde liegen,liege zugrunde,liegst zugrunde,liegt zugrunde,lag zugrunde,zugrunde gelegen,läge zugrunde,lieg zugrunde,liegt zugrunde,haben,zuzugrunde liegen
zu Grunde liegen,liege zu Grunde,liegst zu Grunde,liegt zu Grunde,lag zu Grunde,zu Grunde gelegen,läge zu Grunde,lieg zu Grunde,liegt zu Grunde,haben,zuzu Grunde liegen
bedachen,bedache,bedachst,bedacht,bedachte,bedacht,bedachte,bedache,bedacht,haben,zu bedachen
erbarmen,erbarme,erbarmst,erbarmt,erbarmte,erbarmt,erbarmte,erbarm,erbarmt,haben,zu erbarmen
frommen,—,—,frommt,frommte,gefrommt,frommte,—,—,haben,zu frommen
eintunken,tunke ein,tunkst ein,tunkt ein,tunkte ein,eingetunkt,tunkte ein,tunk ein,tunkt ein,haben,einzutunken
drausbringen,bringe draus,bringst draus,bringt draus,brachte draus,drausgebracht,brächte draus,bring draus,bringt draus,haben,drauszubringen
eintauchen,tauche ein,tauchst ein,taucht ein,tauchte ein,eingetaucht,tauchte ein,tauch ein,taucht ein,haben,einzutauchen
strammstehen,stehe stramm,stehst stramm,steht stramm,stand stramm,strammgestanden,stände stramm,steh stramm,steht stramm,haben,strammzustehen
anstimmen,stimme an,stimmst an,stimmt an,stimmte an,angestimmt,stimmte an,stimm an,stimmt an,haben,anzustimmen
aufpudeln,pudle auf,pudelst auf,pudelt auf,pudelte auf,aufgepudelt,pudelte auf,pudle auf,pudelt auf,haben,aufzupudeln
statuieren,statuiere,statuierst,statuiert,statuierte,statuiert,statuierte,statuiere,statuiert,haben,zu statuieren
nötigen,nötige,nötigst,nötigt,nötigte,genötigt,nötigte,nötige,nötigt,haben,zu nötigen
politisieren,politisiere,politisierst,politisiert,politisierte,politisiert,politisierte,politisiere,politisiert,haben,zu politisieren
törggelen,törggele,törggelst,törggelt,törggelte,getörggelt,törggelte,törggele,törggelt,haben,zu törggelen
schockieren,schockiere,schockierst,schockiert,schockierte,schockiert,schockierte,schockier,schockiert,haben,zu schockieren
standhalten,halte stand,hältst stand,hält stand,hielt stand,standgehalten,hielte stand,halt stand,haltet stand,haben,zu standhalten
komplizieren,kompliziere,komplizierst,kompliziert,komplizierte,kompliziert,komplizierte,kompliziere,kompliziert,haben,zu komplizieren
losschlagen,schlage los,schlägst los,schlägt los,schlug los,losgeschlagen,schlüge los,schlag los,schlagt los,haben,loszuschlagen
tröten,tröte,trötest,trötet,trötete,getrötet,trötete,tröte,trötet,haben,zu tröten
überhandnehmen,—,—,nimmt überhand,nahm überhand,überhandgenommen,nähme überhand,—,—,haben,überzuhandnehmen
fauchen,fauche,fauchst,faucht,fauchte,gefaucht,fauchte,fauch,faucht,haben,zu fauchen
diskriminieren,diskriminiere,diskriminierst,diskriminiert,diskriminierte,diskriminiert,diskriminierte,diskriminiere,diskriminiert,haben,zu diskriminieren
sympathisieren,sympathisiere,sympathisierst,sympathisiert,sympathisierte,sympathisiert,sympathisierte,sympathisier,sympathisiert,haben,zu sympathisieren
ausgraben,grabe aus,gräbst aus,gräbt aus,grub aus,ausgegraben,grübe aus,grab aus,grabt aus,haben,auszugraben
abschmettern,schmettere ab,schmetterst ab,schmettert ab,schmetterte ab,abgeschmettert,schmetterte ab,schmetter ab,schmettert ab,haben,abzuschmettern
